fecha;anio;mes;dia;hora;barra;tension;valor
01/02/2011;2011;2;1;1;CARDONES______220;220;223,5
01/02/2011;2011;2;1;2;CARDONES______220;220;223,5
01/02/2011;2011;2;1;3;CARDONES______220;220;223,5
01/02/2011;2011;2;1;4;CARDONES______220;220;223,5
01/02/2011;2011;2;1;5;CARDONES______220;220;223,5
01/02/2011;2011;2;1;6;CARDONES______220;220;223,5
01/02/2011;2011;2;1;7;CARDONES______220;220;220,1
01/02/2011;2011;2;1;8;CARDONES______220;220;223,5
01/02/2011;2011;2;1;9;CARDONES______220;220;228,9
01/02/2011;2011;2;1;10;CARDONES______220;220;233,6
01/02/2011;2011;2;1;11;CARDONES______220;220;233,6
01/02/2011;2011;2;1;12;CARDONES______220;220;235,4
01/02/2011;2011;2;1;13;CARDONES______220;220;251,2
01/02/2011;2011;2;1;14;CARDONES______220;220;253,2
01/02/2011;2011;2;1;15;CARDONES______220;220;275,1
01/02/2011;2011;2;1;16;CARDONES______220;220;273,8
01/02/2011;2011;2;1;17;CARDONES______220;220;245,3
01/02/2011;2011;2;1;18;CARDONES______220;220;248,8
01/02/2011;2011;2;1;19;CARDONES______220;220;240,2
01/02/2011;2011;2;1;20;CARDONES______220;220;233,5
01/02/2011;2011;2;1;21;CARDONES______220;220;233,5
01/02/2011;2011;2;1;22;CARDONES______220;220;233,5
01/02/2011;2011;2;1;23;CARDONES______220;220;233,5
01/02/2011;2011;2;1;24;CARDONES______220;220;233,5
02/02/2011;2011;2;2;1;CARDONES______220;220;225,8
02/02/2011;2011;2;2;2;CARDONES______220;220;225,8
02/02/2011;2011;2;2;3;CARDONES______220;220;224,0
02/02/2011;2011;2;2;4;CARDONES______220;220;217,1
02/02/2011;2011;2;2;5;CARDONES______220;220;215,1
02/02/2011;2011;2;2;6;CARDONES______220;220;215,1
02/02/2011;2011;2;2;7;CARDONES______220;220;221,0
02/02/2011;2011;2;2;8;CARDONES______220;220;223,1
02/02/2011;2011;2;2;9;CARDONES______220;220;236,1
02/02/2011;2011;2;2;10;CARDONES______220;220;239,3
02/02/2011;2011;2;2;11;CARDONES______220;220;239,3
02/02/2011;2011;2;2;12;CARDONES______220;220;239,3
02/02/2011;2011;2;2;13;CARDONES______220;220;239,3
02/02/2011;2011;2;2;14;CARDONES______220;220;239,3
02/02/2011;2011;2;2;15;CARDONES______220;220;239,3
02/02/2011;2011;2;2;16;CARDONES______220;220;239,3
02/02/2011;2011;2;2;17;CARDONES______220;220;236,2
02/02/2011;2011;2;2;18;CARDONES______220;220;233,5
02/02/2011;2011;2;2;19;CARDONES______220;220;233,5
02/02/2011;2011;2;2;20;CARDONES______220;220;233,5
02/02/2011;2011;2;2;21;CARDONES______220;220;233,5
02/02/2011;2011;2;2;22;CARDONES______220;220;233,5
02/02/2011;2011;2;2;23;CARDONES______220;220;233,5
02/02/2011;2011;2;2;24;CARDONES______220;220;233,5
03/02/2011;2011;2;3;1;CARDONES______220;220;216,7
03/02/2011;2011;2;3;2;CARDONES______220;220;490,1
03/02/2011;2011;2;3;3;CARDONES______220;220;490,1
03/02/2011;2011;2;3;4;CARDONES______220;220;217,0
03/02/2011;2011;2;3;5;CARDONES______220;220;218,6
03/02/2011;2011;2;3;6;CARDONES______220;220;235,8
03/02/2011;2011;2;3;7;CARDONES______220;220;249,8
03/02/2011;2011;2;3;8;CARDONES______220;220;249,8
03/02/2011;2011;2;3;9;CARDONES______220;220;263,9
03/02/2011;2011;2;3;10;CARDONES______220;220;263,9
03/02/2011;2011;2;3;11;CARDONES______220;220;260,0
03/02/2011;2011;2;3;12;CARDONES______220;220;254,6
03/02/2011;2011;2;3;13;CARDONES______220;220;240,1
03/02/2011;2011;2;3;14;CARDONES______220;220;233,0
03/02/2011;2011;2;3;15;CARDONES______220;220;229,5
03/02/2011;2011;2;3;16;CARDONES______220;220;229,5
03/02/2011;2011;2;3;17;CARDONES______220;220;224,6
03/02/2011;2011;2;3;18;CARDONES______220;220;214,4
03/02/2011;2011;2;3;19;CARDONES______220;220;217,5
03/02/2011;2011;2;3;20;CARDONES______220;220;217,5
03/02/2011;2011;2;3;21;CARDONES______220;220;221,3
03/02/2011;2011;2;3;22;CARDONES______220;220;228,4
03/02/2011;2011;2;3;23;CARDONES______220;220;228,4
03/02/2011;2011;2;3;24;CARDONES______220;220;228,4
04/02/2011;2011;2;4;1;CARDONES______220;220;223,0
04/02/2011;2011;2;4;2;CARDONES______220;220;217,0
04/02/2011;2011;2;4;3;CARDONES______220;220;215,6
04/02/2011;2011;2;4;4;CARDONES______220;220;211,3
04/02/2011;2011;2;4;5;CARDONES______220;220;211,3
04/02/2011;2011;2;4;6;CARDONES______220;220;211,3
04/02/2011;2011;2;4;7;CARDONES______220;220;215,6
04/02/2011;2011;2;4;8;CARDONES______220;220;216,3
04/02/2011;2011;2;4;9;CARDONES______220;220;233,6
04/02/2011;2011;2;4;10;CARDONES______220;220;233,6
04/02/2011;2011;2;4;11;CARDONES______220;220;233,6
04/02/2011;2011;2;4;12;CARDONES______220;220;233,6
04/02/2011;2011;2;4;13;CARDONES______220;220;240,7
04/02/2011;2011;2;4;14;CARDONES______220;220;242,4
04/02/2011;2011;2;4;15;CARDONES______220;220;242,4
04/02/2011;2011;2;4;16;CARDONES______220;220;242,4
04/02/2011;2011;2;4;17;CARDONES______220;220;242,4
04/02/2011;2011;2;4;18;CARDONES______220;220;240,6
04/02/2011;2011;2;4;19;CARDONES______220;220;238,7
04/02/2011;2011;2;4;20;CARDONES______220;220;238,7
04/02/2011;2011;2;4;21;CARDONES______220;220;238,9
04/02/2011;2011;2;4;22;CARDONES______220;220;241,3
04/02/2011;2011;2;4;23;CARDONES______220;220;241,3
04/02/2011;2011;2;4;24;CARDONES______220;220;235,4
05/02/2011;2011;2;5;1;CARDONES______220;220;210,6
05/02/2011;2011;2;5;2;CARDONES______220;220;210,6
05/02/2011;2011;2;5;3;CARDONES______220;220;210,3
05/02/2011;2011;2;5;4;CARDONES______220;220;194,9
05/02/2011;2011;2;5;5;CARDONES______220;220;185,2
05/02/2011;2011;2;5;6;CARDONES______220;220;165,8
05/02/2011;2011;2;5;7;CARDONES______220;220;165,8
05/02/2011;2011;2;5;8;CARDONES______220;220;165,8
05/02/2011;2011;2;5;9;CARDONES______220;220;186,5
05/02/2011;2011;2;5;10;CARDONES______220;220;214,9
05/02/2011;2011;2;5;11;CARDONES______220;220;214,9
05/02/2011;2011;2;5;12;CARDONES______220;220;214,9
05/02/2011;2011;2;5;13;CARDONES______220;220;214,9
05/02/2011;2011;2;5;14;CARDONES______220;220;214,9
05/02/2011;2011;2;5;15;CARDONES______220;220;214,9
05/02/2011;2011;2;5;16;CARDONES______220;220;214,9
05/02/2011;2011;2;5;17;CARDONES______220;220;214,9
05/02/2011;2011;2;5;18;CARDONES______220;220;214,9
05/02/2011;2011;2;5;19;CARDONES______220;220;211,5
05/02/2011;2011;2;5;20;CARDONES______220;220;211,5
05/02/2011;2011;2;5;21;CARDONES______220;220;211,5
05/02/2011;2011;2;5;22;CARDONES______220;220;211,5
05/02/2011;2011;2;5;23;CARDONES______220;220;211,5
