fecha;anio;mes;dia;hora;barra;tension;valor
01/10/2009;2009;10;1;1;CARDONES______220;220;80,4
01/10/2009;2009;10;1;2;CARDONES______220;220;80,4
01/10/2009;2009;10;1;3;CARDONES______220;220;80,4
01/10/2009;2009;10;1;4;CARDONES______220;220;80,4
01/10/2009;2009;10;1;5;CARDONES______220;220;80,4
01/10/2009;2009;10;1;6;CARDONES______220;220;80,4
01/10/2009;2009;10;1;7;CARDONES______220;220;80,4
01/10/2009;2009;10;1;8;CARDONES______220;220;80,4
01/10/2009;2009;10;1;9;CARDONES______220;220;85,7
01/10/2009;2009;10;1;10;CARDONES______220;220;89,6
01/10/2009;2009;10;1;11;CARDONES______220;220;89,6
01/10/2009;2009;10;1;12;CARDONES______220;220;89,6
01/10/2009;2009;10;1;13;CARDONES______220;220;89,6
01/10/2009;2009;10;1;14;CARDONES______220;220;89,6
01/10/2009;2009;10;1;15;CARDONES______220;220;89,6
01/10/2009;2009;10;1;16;CARDONES______220;220;89,6
01/10/2009;2009;10;1;17;CARDONES______220;220;89,6
01/10/2009;2009;10;1;18;CARDONES______220;220;87,3
01/10/2009;2009;10;1;19;CARDONES______220;220;85,8
01/10/2009;2009;10;1;20;CARDONES______220;220;139,5
01/10/2009;2009;10;1;21;CARDONES______220;220;161,1
01/10/2009;2009;10;1;22;CARDONES______220;220;125,5
01/10/2009;2009;10;1;23;CARDONES______220;220;85,7
01/10/2009;2009;10;1;24;CARDONES______220;220;85,7
02/10/2009;2009;10;2;1;CARDONES______220;220;87,0
02/10/2009;2009;10;2;2;CARDONES______220;220;87,0
02/10/2009;2009;10;2;3;CARDONES______220;220;87,0
02/10/2009;2009;10;2;4;CARDONES______220;220;87,0
02/10/2009;2009;10;2;5;CARDONES______220;220;87,0
02/10/2009;2009;10;2;6;CARDONES______220;220;87,0
02/10/2009;2009;10;2;7;CARDONES______220;220;87,0
02/10/2009;2009;10;2;8;CARDONES______220;220;87,0
02/10/2009;2009;10;2;9;CARDONES______220;220;98,9
02/10/2009;2009;10;2;10;CARDONES______220;220;102,3
02/10/2009;2009;10;2;11;CARDONES______220;220;102,3
02/10/2009;2009;10;2;12;CARDONES______220;220;102,3
02/10/2009;2009;10;2;13;CARDONES______220;220;102,3
02/10/2009;2009;10;2;14;CARDONES______220;220;102,3
02/10/2009;2009;10;2;15;CARDONES______220;220;102,3
02/10/2009;2009;10;2;16;CARDONES______220;220;102,3
02/10/2009;2009;10;2;17;CARDONES______220;220;102,3
02/10/2009;2009;10;2;18;CARDONES______220;220;92,5
02/10/2009;2009;10;2;19;CARDONES______220;220;94,3
02/10/2009;2009;10;2;20;CARDONES______220;220;94,3
02/10/2009;2009;10;2;21;CARDONES______220;220;94,3
02/10/2009;2009;10;2;22;CARDONES______220;220;94,3
02/10/2009;2009;10;2;23;CARDONES______220;220;94,3
02/10/2009;2009;10;2;24;CARDONES______220;220;94,3
03/10/2009;2009;10;3;1;CARDONES______220;220;89,0
03/10/2009;2009;10;3;2;CARDONES______220;220;89,0
03/10/2009;2009;10;3;3;CARDONES______220;220;89,0
03/10/2009;2009;10;3;4;CARDONES______220;220;89,0
03/10/2009;2009;10;3;5;CARDONES______220;220;89,0
03/10/2009;2009;10;3;6;CARDONES______220;220;89,0
03/10/2009;2009;10;3;7;CARDONES______220;220;89,0
03/10/2009;2009;10;3;8;CARDONES______220;220;89,0
03/10/2009;2009;10;3;9;CARDONES______220;220;90,7
03/10/2009;2009;10;3;10;CARDONES______220;220;97,8
03/10/2009;2009;10;3;11;CARDONES______220;220;102,5
03/10/2009;2009;10;3;12;CARDONES______220;220;102,5
03/10/2009;2009;10;3;13;CARDONES______220;220;102,5
03/10/2009;2009;10;3;14;CARDONES______220;220;102,5
03/10/2009;2009;10;3;15;CARDONES______220;220;102,5
03/10/2009;2009;10;3;16;CARDONES______220;220;102,5
03/10/2009;2009;10;3;17;CARDONES______220;220;100,8
03/10/2009;2009;10;3;18;CARDONES______220;220;90,7
03/10/2009;2009;10;3;19;CARDONES______220;220;95,3
03/10/2009;2009;10;3;20;CARDONES______220;220;169,6
03/10/2009;2009;10;3;21;CARDONES______220;220;188,5
03/10/2009;2009;10;3;22;CARDONES______220;220;166,8
03/10/2009;2009;10;3;23;CARDONES______220;220;95,3
03/10/2009;2009;10;3;24;CARDONES______220;220;95,3
04/10/2009;2009;10;4;1;CARDONES______220;220;101,3
04/10/2009;2009;10;4;2;CARDONES______220;220;101,3
04/10/2009;2009;10;4;3;CARDONES______220;220;101,3
04/10/2009;2009;10;4;4;CARDONES______220;220;101,3
04/10/2009;2009;10;4;5;CARDONES______220;220;101,3
04/10/2009;2009;10;4;6;CARDONES______220;220;101,3
04/10/2009;2009;10;4;7;CARDONES______220;220;101,3
04/10/2009;2009;10;4;8;CARDONES______220;220;101,3
04/10/2009;2009;10;4;9;CARDONES______220;220;101,1
04/10/2009;2009;10;4;10;CARDONES______220;220;101,1
04/10/2009;2009;10;4;11;CARDONES______220;220;101,1
04/10/2009;2009;10;4;12;CARDONES______220;220;101,1
04/10/2009;2009;10;4;13;CARDONES______220;220;101,1
04/10/2009;2009;10;4;14;CARDONES______220;220;101,1
04/10/2009;2009;10;4;15;CARDONES______220;220;101,1
04/10/2009;2009;10;4;16;CARDONES______220;220;101,1
04/10/2009;2009;10;4;17;CARDONES______220;220;101,1
04/10/2009;2009;10;4;18;CARDONES______220;220;101,1
04/10/2009;2009;10;4;19;CARDONES______220;220;105,2
04/10/2009;2009;10;4;20;CARDONES______220;220;105,2
04/10/2009;2009;10;4;21;CARDONES______220;220;105,2
04/10/2009;2009;10;4;22;CARDONES______220;220;105,2
04/10/2009;2009;10;4;23;CARDONES______220;220;105,2
04/10/2009;2009;10;4;24;CARDONES______220;220;105,2
05/10/2009;2009;10;5;1;CARDONES______220;220;101,6
05/10/2009;2009;10;5;2;CARDONES______220;220;101,6
05/10/2009;2009;10;5;3;CARDONES______220;220;101,6
05/10/2009;2009;10;5;4;CARDONES______220;220;101,6
05/10/2009;2009;10;5;5;CARDONES______220;220;101,6
