fecha;anio;mes;dia;hora;barra;tension;valor
01/06/2009;2009;6;1;1;CARDONES______220;220;107,0
01/06/2009;2009;6;1;2;CARDONES______220;220;107,0
01/06/2009;2009;6;1;3;CARDONES______220;220;107,0
01/06/2009;2009;6;1;4;CARDONES______220;220;107,0
01/06/2009;2009;6;1;5;CARDONES______220;220;107,0
01/06/2009;2009;6;1;6;CARDONES______220;220;107,0
01/06/2009;2009;6;1;7;CARDONES______220;220;107,0
01/06/2009;2009;6;1;8;CARDONES______220;220;110,6
01/06/2009;2009;6;1;9;CARDONES______220;220;113,1
01/06/2009;2009;6;1;10;CARDONES______220;220;113,1
01/06/2009;2009;6;1;11;CARDONES______220;220;113,1
01/06/2009;2009;6;1;12;CARDONES______220;220;113,1
01/06/2009;2009;6;1;13;CARDONES______220;220;113,1
01/06/2009;2009;6;1;14;CARDONES______220;220;113,1
01/06/2009;2009;6;1;15;CARDONES______220;220;113,1
01/06/2009;2009;6;1;16;CARDONES______220;220;113,1
01/06/2009;2009;6;1;17;CARDONES______220;220;113,1
01/06/2009;2009;6;1;18;CARDONES______220;220;113,1
01/06/2009;2009;6;1;19;CARDONES______220;220;113,4
01/06/2009;2009;6;1;20;CARDONES______220;220;113,4
01/06/2009;2009;6;1;21;CARDONES______220;220;113,4
01/06/2009;2009;6;1;22;CARDONES______220;220;113,4
01/06/2009;2009;6;1;23;CARDONES______220;220;113,4
01/06/2009;2009;6;1;24;CARDONES______220;220;113,4
02/06/2009;2009;6;2;1;CARDONES______220;220;129,1
02/06/2009;2009;6;2;2;CARDONES______220;220;129,1
02/06/2009;2009;6;2;3;CARDONES______220;220;129,1
02/06/2009;2009;6;2;4;CARDONES______220;220;129,1
02/06/2009;2009;6;2;5;CARDONES______220;220;129,1
02/06/2009;2009;6;2;6;CARDONES______220;220;129,1
02/06/2009;2009;6;2;7;CARDONES______220;220;129,1
02/06/2009;2009;6;2;8;CARDONES______220;220;129,1
02/06/2009;2009;6;2;9;CARDONES______220;220;128,3
02/06/2009;2009;6;2;10;CARDONES______220;220;128,3
02/06/2009;2009;6;2;11;CARDONES______220;220;128,3
02/06/2009;2009;6;2;12;CARDONES______220;220;128,3
02/06/2009;2009;6;2;13;CARDONES______220;220;128,3
02/06/2009;2009;6;2;14;CARDONES______220;220;128,3
02/06/2009;2009;6;2;15;CARDONES______220;220;128,3
02/06/2009;2009;6;2;16;CARDONES______220;220;128,3
02/06/2009;2009;6;2;17;CARDONES______220;220;128,3
02/06/2009;2009;6;2;18;CARDONES______220;220;128,3
02/06/2009;2009;6;2;19;CARDONES______220;220;128,7
02/06/2009;2009;6;2;20;CARDONES______220;220;128,7
02/06/2009;2009;6;2;21;CARDONES______220;220;122,5
02/06/2009;2009;6;2;22;CARDONES______220;220;110,3
02/06/2009;2009;6;2;23;CARDONES______220;220;110,3
02/06/2009;2009;6;2;24;CARDONES______220;220;140,2
03/06/2009;2009;6;3;1;CARDONES______220;220;145,9
03/06/2009;2009;6;3;2;CARDONES______220;220;145,9
03/06/2009;2009;6;3;3;CARDONES______220;220;145,9
03/06/2009;2009;6;3;4;CARDONES______220;220;145,9
03/06/2009;2009;6;3;5;CARDONES______220;220;113,6
03/06/2009;2009;6;3;6;CARDONES______220;220;109,3
03/06/2009;2009;6;3;7;CARDONES______220;220;109,3
03/06/2009;2009;6;3;8;CARDONES______220;220;109,3
03/06/2009;2009;6;3;9;CARDONES______220;220;120,2
03/06/2009;2009;6;3;10;CARDONES______220;220;121,7
03/06/2009;2009;6;3;11;CARDONES______220;220;121,7
03/06/2009;2009;6;3;12;CARDONES______220;220;121,7
03/06/2009;2009;6;3;13;CARDONES______220;220;121,7
03/06/2009;2009;6;3;14;CARDONES______220;220;121,7
03/06/2009;2009;6;3;15;CARDONES______220;220;121,7
03/06/2009;2009;6;3;16;CARDONES______220;220;121,7
03/06/2009;2009;6;3;17;CARDONES______220;220;121,7
03/06/2009;2009;6;3;18;CARDONES______220;220;123,4
03/06/2009;2009;6;3;19;CARDONES______220;220;146,2
03/06/2009;2009;6;3;20;CARDONES______220;220;146,2
03/06/2009;2009;6;3;21;CARDONES______220;220;146,2
03/06/2009;2009;6;3;22;CARDONES______220;220;146,2
03/06/2009;2009;6;3;23;CARDONES______220;220;146,2
03/06/2009;2009;6;3;24;CARDONES______220;220;146,2
04/06/2009;2009;6;4;1;CARDONES______220;220;145,9
04/06/2009;2009;6;4;2;CARDONES______220;220;145,9
04/06/2009;2009;6;4;3;CARDONES______220;220;145,9
04/06/2009;2009;6;4;4;CARDONES______220;220;145,9
04/06/2009;2009;6;4;5;CARDONES______220;220;145,9
04/06/2009;2009;6;4;6;CARDONES______220;220;145,9
04/06/2009;2009;6;4;7;CARDONES______220;220;128,0
04/06/2009;2009;6;4;8;CARDONES______220;220;107,5
04/06/2009;2009;6;4;9;CARDONES______220;220;119,3
04/06/2009;2009;6;4;10;CARDONES______220;220;127,3
04/06/2009;2009;6;4;11;CARDONES______220;220;138,3
04/06/2009;2009;6;4;12;CARDONES______220;220;168,1
04/06/2009;2009;6;4;13;CARDONES______220;220;130,1
04/06/2009;2009;6;4;14;CARDONES______220;220;127,3
04/06/2009;2009;6;4;15;CARDONES______220;220;127,3
04/06/2009;2009;6;4;16;CARDONES______220;220;127,3
04/06/2009;2009;6;4;17;CARDONES______220;220;127,3
04/06/2009;2009;6;4;18;CARDONES______220;220;125,7
04/06/2009;2009;6;4;19;CARDONES______220;220;121,2
04/06/2009;2009;6;4;20;CARDONES______220;220;121,2
04/06/2009;2009;6;4;21;CARDONES______220;220;112,8
04/06/2009;2009;6;4;22;CARDONES______220;220;110,3
04/06/2009;2009;6;4;23;CARDONES______220;220;110,3
04/06/2009;2009;6;4;24;CARDONES______220;220;110,3
05/06/2009;2009;6;5;1;CARDONES______220;220;114,0
05/06/2009;2009;6;5;2;CARDONES______220;220;114,0
05/06/2009;2009;6;5;3;CARDONES______220;220;114,0
05/06/2009;2009;6;5;4;CARDONES______220;220;114,0
05/06/2009;2009;6;5;5;CARDONES______220;220;114,0
05/06/2009;2009;6;5;6;CARDONES______220;220;114,0
05/06/2009;2009;6;5;7;CARDONES______220;220;114,0
05/06/2009;2009;6;5;8;CARDONES______220;220;114,0
05/06/2009;2009;6;5;9;CARDONES______220;220;119,9
05/06/2009;2009;6;5;10;CARDONES______220;220;122,3
05/06/2009;2009;6;5;11;CARDONES______220;220;122,3
05/06/2009;2009;6;5;12;CARDONES______220;220;122,3
05/06/2009;2009;6;5;13;CARDONES______220;220;119,4
05/06/2009;2009;6;5;14;CARDONES______220;220;116,6
05/06/2009;2009;6;5;15;CARDONES______220;220;116,6
05/06/2009;2009;6;5;16;CARDONES______220;220;116,6
05/06/2009;2009;6;5;17;CARDONES______220;220;116,6
05/06/2009;2009;6;5;18;CARDONES______220;220;116,6
05/06/2009;2009;6;5;19;CARDONES______220;220;116,2
05/06/2009;2009;6;5;20;CARDONES______220;220;116,2
05/06/2009;2009;6;5;21;CARDONES______220;220;116,2
05/06/2009;2009;6;5;22;CARDONES______220;220;116,2
05/06/2009;2009;6;5;23;CARDONES______220;220;116,2
05/06/2009;2009;6;5;24;CARDONES______220;220;116,2
06/06/2009;2009;6;6;1;CARDONES______220;220;113,9
06/06/2009;2009;6;6;2;CARDONES______220;220;113,9
06/06/2009;2009;6;6;3;CARDONES______220;220;113,9
06/06/2009;2009;6;6;4;CARDONES______220;220;113,9
06/06/2009;2009;6;6;5;CARDONES______220;220;113,9
06/06/2009;2009;6;6;6;CARDONES______220;220;113,9
06/06/2009;2009;6;6;7;CARDONES______220;220;113,9
06/06/2009;2009;6;6;8;CARDONES______220;220;113,9
06/06/2009;2009;6;6;9;CARDONES______220;220;115,5
06/06/2009;2009;6;6;10;CARDONES______220;220;115,5
